disease,metric,method,n_pairs,method_mean,RWR_mean,mean_increase_over_RWR,t_statistic,p_value,significance
muscular dystrophies,AP@25,DK,2,0.020370370370370372,0.0,0.020370370370370372,1.0,0.49999999999999956,ns
muscular dystrophies,AP@25,DK*,2,0.020370370370370372,0.0,0.020370370370370372,1.0,0.49999999999999956,ns
muscular dystrophies,AP@25,QA0,2,0.018518518518518517,0.0,0.018518518518518517,1.0,0.49999999999999956,ns
muscular dystrophies,AP@25,QA1,2,0.011111111111111112,0.0,0.011111111111111112,1.0,0.49999999999999956,ns
muscular dystrophies,AP@25,QA*,2,0.011111111111111112,0.0,0.011111111111111112,1.0,0.49999999999999956,ns
muscular dystrophies,AP@25,DIAMOND,2,0.02970679012345679,0.0,0.02970679012345679,1.0,0.49999999999999956,ns
muscular dystrophies,AP@25,GCN,2,0.022435897435897436,0.0,0.022435897435897436,1.0,0.49999999999999956,ns
muscular dystrophies,AP@300,rNBR,2,0.025992063492063493,0.0026963174619168773,0.023295746030146617,1.0,0.49999999999999956,ns
muscular dystrophies,AP@300,RWR,2,0.029151103909288642,0.0026963174619168773,0.026454786447371766,1.0188511616798244,0.49405569181471587,ns
muscular dystrophies,AP@300,DK,2,0.02327521091779647,0.0026963174619168773,0.020578893455879592,1.0209598606718622,0.49339769997364374,ns
muscular dystrophies,AP@300,DK*,2,0.02328154967395474,0.0026963174619168773,0.020585232212037865,1.0233055141503031,0.49266739753421046,ns
muscular dystrophies,AP@300,QA0,2,0.022246936883942678,0.0026963174619168773,0.0195506194220258,1.0271514477425898,0.4914736933044606,ns
muscular dystrophies,AP@300,QA1,2,0.015642180043033086,0.0026963174619168773,0.01294586258111621,1.0295531712361123,0.4907305687626164,ns
muscular dystrophies,AP@300,QA*,2,0.015773715037659713,0.0026963174619168773,0.013077397575742836,1.1155919774659744,0.46525084142350376,ns
muscular dystrophies,AP@300,DIAMOND,2,0.031305511146638244,0.0026963174619168773,0.028609193684721368,1.0,0.49999999999999956,ns
muscular dystrophies,AP@300,GCN,2,0.03144056216927156,0.0026963174619168773,0.028744244707354687,1.0297039474830219,0.49068397611627745,ns
muscular dystrophies,Recall@25,rNBR,2,0.16666666666666666,0.0,0.16666666666666666,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,RWR,2,0.1111111111111111,0.0,0.1111111111111111,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,DK,2,0.1111111111111111,0.0,0.1111111111111111,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,DK*,2,0.1111111111111111,0.0,0.1111111111111111,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,QA0,2,0.05555555555555555,0.0,0.05555555555555555,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,QA1,2,0.05555555555555555,0.0,0.05555555555555555,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,QA*,2,0.05555555555555555,0.0,0.05555555555555555,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,DIAMOND,2,0.16666666666666666,0.0,0.16666666666666666,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@25,GCN,2,0.1111111111111111,0.0,0.1111111111111111,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@300,rNBR,2,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0,ns
muscular dystrophies,Recall@300,RWR,2,0.2777777777777778,0.16666666666666666,0.1111111111111111,inf,0.0,***
muscular dystrophies,Recall@300,DK,2,0.2777777777777778,0.16666666666666666,0.1111111111111111,inf,0.0,***
muscular dystrophies,Recall@300,DK*,2,0.2777777777777778,0.16666666666666666,0.1111111111111111,inf,0.0,***
muscular dystrophies,Recall@300,QA0,2,0.2222222222222222,0.16666666666666666,0.05555555555555555,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@300,QA1,2,0.2222222222222222,0.16666666666666666,0.05555555555555555,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@300,QA*,2,0.2222222222222222,0.16666666666666666,0.05555555555555555,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@300,DIAMOND,2,0.2222222222222222,0.16666666666666666,0.05555555555555555,1.0,0.49999999999999956,ns
muscular dystrophies,Recall@300,GCN,2,0.33333333333333337,0.16666666666666666,0.16666666666666669,2.999999999999999,0.2048327646991335,ns
mycobacterium infections,AP@25,rNBR,2,0.0,0.00909090909090909,-0.00909090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,RWR,2,0.004347826086956522,0.00909090909090909,-0.004743083003952569,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,DK,2,0.0,0.00909090909090909,-0.00909090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,DK*,2,0.0,0.00909090909090909,-0.00909090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,QA0,2,0.0,0.00909090909090909,-0.00909090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,QA1,2,0.0,0.00909090909090909,-0.00909090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,QA*,2,0.0,0.00909090909090909,-0.00909090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,DIAMOND,2,0.00625,0.00909090909090909,-0.00284090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@25,GCN,2,0.005,0.00909090909090909,-0.00409090909090909,-1.0,0.49999999999999956,ns
mycobacterium infections,AP@300,rNBR,2,0.00045662100456621003,0.01587017472153083,-0.01541355371696462,-5.567948406901933,0.11313042093409129,ns
mycobacterium infections,AP@300,RWR,2,0.006318105724235162,0.01587017472153083,-0.009552068997295667,-144.94136131961642,0.004392187748421463,**
mycobacterium infections,AP@300,DK,2,0.0009523809523809525,0.01587017472153083,-0.014917793769149878,-10.974917414684661,0.05784705924346173,ns
mycobacterium infections,AP@300,DK*,2,0.000970873786407767,0.01587017472153083,-0.014899300935123063,-11.112498459195603,0.05713473275471092,ns
mycobacterium infections,AP@300,QA0,2,0.007222140905542546,0.01587017472153083,-0.008648033815988283,-4.843487084772757,0.1296170690394745,ns
mycobacterium infections,AP@300,QA1,2,0.009505068574836016,0.01587017472153083,-0.006365106146694814,-2.5037172942298977,0.24191188687284282,ns
mycobacterium infections,AP@300,QA*,2,0.006860649898624583,0.01587017472153083,-0.009009524822906248,-4.616472172237341,0.13580365831173563,ns
mycobacterium infections,AP@300,DIAMOND,2,0.00625,0.01587017472153083,-0.00962017472153083,-2.4426876095460717,0.24737181487249807,ns
mycobacterium infections,AP@300,GCN,2,0.008820067938835802,0.01587017472153083,-0.007050106782695027,-3.8039530930385284,0.1636545299358465,ns
mycobacterium infections,Recall@25,rNBR,2,0.0,0.1,-0.1,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@25,RWR,2,0.1,0.1,0.0,0.0,1.0,ns
mycobacterium infections,Recall@25,DK,2,0.0,0.1,-0.1,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@25,DK*,2,0.0,0.1,-0.1,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@25,QA0,2,0.0,0.1,-0.1,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@25,QA1,2,0.0,0.1,-0.1,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@25,QA*,2,0.0,0.1,-0.1,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@25,DIAMOND,2,0.1,0.1,0.0,0.0,1.0,ns
mycobacterium infections,Recall@25,GCN,2,0.1,0.1,0.0,0.0,1.0,ns
mycobacterium infections,Recall@300,rNBR,2,0.1,0.5,-0.4,-1.9999999999999996,0.2951672353008666,ns
mycobacterium infections,Recall@300,RWR,2,0.30000000000000004,0.5,-0.2,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@300,DK,2,0.1,0.5,-0.4,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@300,DK*,2,0.1,0.5,-0.4,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@300,QA0,2,0.30000000000000004,0.5,-0.20000000000000004,-0.5000000000000001,0.7048327646991335,ns
mycobacterium infections,Recall@300,QA1,2,0.30000000000000004,0.5,-0.20000000000000004,-0.5000000000000001,0.7048327646991335,ns
mycobacterium infections,Recall@300,QA*,2,0.30000000000000004,0.5,-0.20000000000000004,-0.5000000000000001,0.7048327646991335,ns
mycobacterium infections,Recall@300,DIAMOND,2,0.1,0.5,-0.4,-1.0,0.49999999999999956,ns
mycobacterium infections,Recall@300,GCN,2,0.4,0.5,-0.1,-0.3333333333333333,0.7951672353008665,ns
myeloproliferative disorders,AP@25,rNBR,2,0.0,0.041025641025641026,-0.041025641025641026,-1.6,0.3556153689787054,ns
myeloproliferative disorders,AP@25,RWR,2,0.0,0.041025641025641026,-0.041025641025641026,-1.6,0.3556153689787054,ns
myeloproliferative disorders,AP@25,DK,2,0.0,0.041025641025641026,-0.041025641025641026,-1.6,0.3556153689787054,ns
myeloproliferative disorders,AP@25,DK*,2,0.0,0.041025641025641026,-0.041025641025641026,-1.6,0.3556153689787054,ns
myeloproliferative disorders,AP@25,QA0,2,0.016666666666666666,0.041025641025641026,-0.024358974358974363,-0.9500000000000002,0.5163200079376206,ns
myeloproliferative disorders,AP@25,QA1,2,0.015384615384615385,0.041025641025641026,-0.02564102564102564,-1.0,0.49999999999999956,ns
myeloproliferative disorders,AP@25,QA*,2,0.016666666666666666,0.041025641025641026,-0.024358974358974363,-0.9500000000000002,0.5163200079376206,ns
myeloproliferative disorders,AP@25,DIAMOND,2,0.04833333333333333,0.041025641025641026,0.007307692307692307,0.1958762886597938,0.8768603392996706,ns
myeloproliferative disorders,AP@25,GCN,2,0.0,0.041025641025641026,-0.041025641025641026,-1.6,0.3556153689787054,ns
myeloproliferative disorders,AP@300,rNBR,2,0.002701252236135957,0.055116411579057514,-0.052415159342921555,-2.2780725880707653,0.2633324074069558,ns
myeloproliferative disorders,AP@300,RWR,2,0.011850839678759991,0.055116411579057514,-0.04326557190029753,-1.8146179979597108,0.320647643133593,ns
myeloproliferative disorders,AP@300,DK,2,0.0014734561213434454,0.055116411579057514,-0.05364295545771407,-2.3003751226645055,0.26105721269035964,ns
myeloproliferative disorders,AP@300,DK*,2,0.0014685314685314685,0.055116411579057514,-0.05364788011052604,-2.3010722572256697,0.2609866920458313,ns
myeloproliferative disorders,AP@300,QA0,2,0.0178714859437751,0.055116411579057514,-0.037244925635282415,-1.6792570558764899,0.34193177240057077,ns
myeloproliferative disorders,AP@300,QA1,2,0.025144854234126518,0.055116411579057514,-0.029971557344930996,-1.5365033541627575,0.3673024544194324,ns
myeloproliferative disorders,AP@300,QA*,2,0.017850098619329388,0.055116411579057514,-0.037266312959728126,-1.6786026878007827,0.3420408598263154,ns
myeloproliferative disorders,AP@300,DIAMOND,2,0.04833333333333333,0.055116411579057514,-0.006783078245724182,-0.193520840226589,0.8783050965927806,ns
myeloproliferative disorders,AP@300,GCN,2,0.0070666476812898445,0.055116411579057514,-0.04804976389776767,-2.4779907676305073,0.24418527911575794,ns
myeloproliferative disorders,Recall@25,rNBR,2,0.0,0.2,-0.2,-inf,0.0,***
myeloproliferative disorders,Recall@25,RWR,2,0.0,0.2,-0.2,-inf,0.0,***
myeloproliferative disorders,Recall@25,DK,2,0.0,0.2,-0.2,-inf,0.0,***
myeloproliferative disorders,Recall@25,DK*,2,0.0,0.2,-0.2,-inf,0.0,***
myeloproliferative disorders,Recall@25,QA0,2,0.2,0.2,0.0,0.0,1.0,ns
myeloproliferative disorders,Recall@25,QA1,2,0.2,0.2,0.0,0.0,1.0,ns
myeloproliferative disorders,Recall@25,QA*,2,0.2,0.2,0.0,0.0,1.0,ns
myeloproliferative disorders,Recall@25,DIAMOND,2,0.4,0.2,0.2,inf,0.0,***
myeloproliferative disorders,Recall@25,GCN,2,0.0,0.2,-0.2,-inf,0.0,***
myeloproliferative disorders,Recall@300,rNBR,2,0.2,0.6,-0.39999999999999997,-inf,0.0,***
myeloproliferative disorders,Recall@300,RWR,2,0.6,0.6,0.0,0.0,1.0,ns
myeloproliferative disorders,Recall@300,DK,2,0.2,0.6,-0.39999999999999997,-inf,0.0,***
myeloproliferative disorders,Recall@300,DK*,2,0.2,0.6,-0.39999999999999997,-inf,0.0,***
myeloproliferative disorders,Recall@300,QA0,2,0.30000000000000004,0.6,-0.29999999999999993,-2.999999999999999,0.2048327646991335,ns
myeloproliferative disorders,Recall@300,QA1,2,0.5,0.6,-0.09999999999999998,-1.0,0.49999999999999956,ns
myeloproliferative disorders,Recall@300,QA*,2,0.30000000000000004,0.6,-0.29999999999999993,-2.999999999999999,0.2048327646991335,ns
myeloproliferative disorders,Recall@300,DIAMOND,2,0.4,0.6,-0.19999999999999996,-inf,0.0,***
myeloproliferative disorders,Recall@300,GCN,2,0.4,0.6,-0.19999999999999996,-inf,0.0,***
nutritional and metabolic diseases,AP@25,rNBR,2,0.0,0.014675324675324675,-0.014675324675324675,-1.6376811594202898,0.3489894616906517,ns
nutritional and metabolic diseases,AP@25,RWR,2,0.015603896103896106,0.014675324675324675,0.0009285714285714305,0.18660287081339744,0.8825556531019211,ns
nutritional and metabolic diseases,AP@25,DK,2,0.015726495726495728,0.014675324675324675,0.0010511710511710531,0.15537325676784275,0.9018709322492664,ns
nutritional and metabolic diseases,AP@25,DK*,2,0.02128205128205128,0.014675324675324675,0.006606726606726607,0.5362162162162163,0.6866563222815569,ns
nutritional and metabolic diseases,AP@25,QA0,2,0.005357142857142857,0.014675324675324675,-0.009318181818181817,-2.5855855855855854,0.23493839881461803,ns
nutritional and metabolic diseases,AP@25,QA1,2,0.004,0.014675324675324675,-0.010675324675324675,-2.1518324607329844,0.2769471638747363,ns
nutritional and metabolic diseases,AP@25,QA*,2,0.08317216117216117,0.014675324675324675,0.0684968364968365,1.4253166662047172,0.3894826788228106,ns
nutritional and metabolic diseases,AP@25,DIAMOND,2,0.01806766917293233,0.014675324675324675,0.0033923444976076567,0.14730937045501769,0.9068895886820293,ns
nutritional and metabolic diseases,AP@25,GCN,2,0.01596092503987241,0.014675324675324675,0.0012856003645477327,0.24105521734486804,0.8494123747276068,ns
nutritional and metabolic diseases,AP@300,rNBR,2,0.001640981881195461,0.0037284006411666625,-0.0020874187599712016,-2.095947059431693,0.28340373595346097,ns
nutritional and metabolic diseases,AP@300,RWR,2,0.00836553388487176,0.0037284006411666625,0.004637133243705098,21.937658527472376,0.028999420411142177,*
nutritional and metabolic diseases,AP@300,DK,2,0.005704140042367349,0.0037284006411666625,0.001975739401200686,0.9020700083555784,0.5327480947968104,ns
nutritional and metabolic diseases,AP@300,DK*,2,0.006941480353958881,0.0037284006411666625,0.003213079712792219,1.006922159300777,0.4978042167789922,ns
nutritional and metabolic diseases,AP@300,QA0,2,0.005544769709832221,0.0037284006411666625,0.001816369068665559,1.427796154456444,0.3889625935412826,ns
nutritional and metabolic diseases,AP@300,QA1,2,0.006605279475765419,0.0037284006411666625,0.0028768788345987567,2.641309526475007,0.2304074421120284,ns
nutritional and metabolic diseases,AP@300,QA*,2,0.020614864919870062,0.0037284006411666625,0.016886464278703398,1.894086265128685,0.30924688333720896,ns
nutritional and metabolic diseases,AP@300,DIAMOND,2,0.008444515218761056,0.0037284006411666625,0.004716114577594393,0.878387971673656,0.5411590797252455,ns
nutritional and metabolic diseases,AP@300,GCN,2,0.009414424390942554,0.0037284006411666625,0.005686023749775891,18.686163938629914,0.034036577844614384,*
nutritional and metabolic diseases,Recall@25,rNBR,2,0.0,0.01020408163265306,-0.01020408163265306,-3.0,0.20483276469913345,ns
nutritional and metabolic diseases,Recall@25,RWR,2,0.017006802721088433,0.01020408163265306,0.006802721088435374,1.0,0.49999999999999956,ns
nutritional and metabolic diseases,Recall@25,DK,2,0.01020408163265306,0.01020408163265306,-4.336808689942018e-19,-6.375108774214767e-17,1.0,ns
nutritional and metabolic diseases,Recall@25,DK*,2,0.01020408163265306,0.01020408163265306,-4.336808689942018e-19,-6.375108774214767e-17,1.0,ns
nutritional and metabolic diseases,Recall@25,QA0,2,0.006802721088435374,0.01020408163265306,-0.003401360544217687,-1.0,0.49999999999999956,ns
nutritional and metabolic diseases,Recall@25,QA1,2,0.006802721088435374,0.01020408163265306,-0.003401360544217687,-1.0,0.49999999999999956,ns
nutritional and metabolic diseases,Recall@25,QA*,2,0.02380952380952381,0.01020408163265306,0.01360544217687075,1.9999999999999998,0.29516723530086647,ns
nutritional and metabolic diseases,Recall@25,DIAMOND,2,0.017006802721088433,0.01020408163265306,0.006802721088435373,0.49999999999999994,0.7048327646991336,ns
nutritional and metabolic diseases,Recall@25,GCN,2,0.017006802721088433,0.01020408163265306,0.006802721088435374,1.0,0.49999999999999956,ns
nutritional and metabolic diseases,Recall@300,rNBR,2,0.047619047619047616,0.05102040816326531,-0.0034013605442176874,-1.0,0.49999999999999956,ns
nutritional and metabolic diseases,Recall@300,RWR,2,0.1054421768707483,0.05102040816326531,0.054421768707483,7.999999999999996,0.07916684832113112,ns
nutritional and metabolic diseases,Recall@300,DK,2,0.0782312925170068,0.05102040816326531,0.027210884353741496,1.3333333333333335,0.40966552939826667,ns
nutritional and metabolic diseases,Recall@300,DK*,2,0.0782312925170068,0.05102040816326531,0.027210884353741496,1.3333333333333335,0.40966552939826667,ns
nutritional and metabolic diseases,Recall@300,QA0,2,0.08503401360544217,0.05102040816326531,0.03401360544217687,1.25,0.42955342504544525,ns
nutritional and metabolic diseases,Recall@300,QA1,2,0.11564625850340136,0.05102040816326531,0.06462585034013606,2.7142857142857135,0.22472066034631202,ns
nutritional and metabolic diseases,Recall@300,QA*,2,0.09863945578231292,0.05102040816326531,0.047619047619047616,3.5000000000000004,0.17717106556580944,ns
nutritional and metabolic diseases,Recall@300,DIAMOND,2,0.09523809523809523,0.05102040816326531,0.04421768707482994,13.000000000000002,0.04887450394439479,*
nutritional and metabolic diseases,Recall@300,GCN,2,0.1054421768707483,0.05102040816326531,0.054421768707483,7.999999999999996,0.07916684832113112,ns
peroxisomal disorders,AP@25,rNBR,2,0.15224358974358976,0.2833333333333333,-0.13108974358974357,-0.5374507227332457,0.6860462328199186,ns
peroxisomal disorders,AP@25,RWR,2,0.28972922502334264,0.2833333333333333,0.006395891690009356,0.028250917639295665,0.9820196896735393,ns
peroxisomal disorders,AP@25,DK,2,0.12192982456140351,0.2833333333333333,-0.16140350877192983,-0.7076923076923076,0.6079250113882255,ns
peroxisomal disorders,AP@25,DK*,2,0.12406417112299467,0.2833333333333333,-0.15926916221033866,-0.695601401323472,0.6130830139924116,ns
peroxisomal disorders,AP@25,QA0,2,0.11666666666666667,0.2833333333333333,-0.16666666666666663,-0.8333333333333331,0.5577158767526093,ns
peroxisomal disorders,AP@25,QA1,2,0.21842809364548493,0.2833333333333333,-0.06490523968784835,-0.3176560453950239,0.8041915007873702,ns
peroxisomal disorders,AP@25,QA*,2,0.2526470588235294,0.2833333333333333,-0.03068627450980392,-0.19923615531508596,0.8748017278368809,ns
peroxisomal disorders,AP@25,DIAMOND,2,0.44999999999999996,0.2833333333333333,0.16666666666666666,1.6666666666666674,0.3440417392452611,ns
peroxisomal disorders,AP@25,GCN,2,0.27882478632478636,0.2833333333333333,-0.004508547008546943,-0.016667983253021317,0.9893898148026254,ns
peroxisomal disorders,AP@300,rNBR,2,0.17498672114730845,0.3080630431580498,-0.1330763220107413,-0.587888935766056,0.6616577852719796,ns
peroxisomal disorders,AP@300,RWR,2,0.30163205903143986,0.3080630431580498,-0.006430984126609918,-0.03324943967055752,0.9788405444255628,ns
peroxisomal disorders,AP@300,DK,2,0.14423241546409407,0.3080630431580498,-0.16383062769395568,-0.735813392883103,0.5961540823956019,ns
peroxisomal disorders,AP@300,DK*,2,0.14929450445026476,0.3080630431580498,-0.15876853870778498,-0.7162023992698838,0.6043296756711963,ns
peroxisomal disorders,AP@300,QA0,2,0.16416130929288822,0.3080630431580498,-0.14390173386516153,-0.8216535605990737,0.5621293659560027,ns
peroxisomal disorders,AP@300,QA1,2,0.2548167050340963,0.3080630431580498,-0.053246338123953435,-0.3111953759590822,0.8079344419885484,ns
peroxisomal disorders,AP@300,QA*,2,0.2786678801075086,0.3080630431580498,-0.029395163050541157,-0.23160013773481386,0.8551132344598216,ns
peroxisomal disorders,AP@300,DIAMOND,2,0.4635135135135135,0.3080630431580498,0.15545047035546375,1.6816951463577776,0.34152587882579494,ns
peroxisomal disorders,AP@300,GCN,2,0.2835306686777275,0.3080630431580498,-0.024532374480322222,-0.1002512847434995,0.9363905801359899,ns
peroxisomal disorders,Recall@25,rNBR,2,0.4,0.5,-0.1,-0.3333333333333334,0.7951672353008665,ns
peroxisomal disorders,Recall@25,RWR,2,0.7,0.5,0.2,0.5000000000000001,0.7048327646991335,ns
peroxisomal disorders,Recall@25,DK,2,0.30000000000000004,0.5,-0.19999999999999998,-1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@25,DK*,2,0.30000000000000004,0.5,-0.19999999999999998,-1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@25,QA0,2,0.2,0.5,-0.3,-3.0000000000000004,0.2048327646991334,ns
peroxisomal disorders,Recall@25,QA1,2,0.5,0.5,0.0,0.0,1.0,ns
peroxisomal disorders,Recall@25,QA*,2,0.6,0.5,0.09999999999999998,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@25,DIAMOND,2,0.7,0.5,0.2,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@25,GCN,2,0.8,0.5,0.3,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@300,rNBR,2,0.9,0.8,0.09999999999999998,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@300,RWR,2,0.9,0.8,0.09999999999999998,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@300,DK,2,0.8,0.8,-5.551115123125783e-17,-2.7755575615628914e-16,0.9999999999999998,ns
peroxisomal disorders,Recall@300,DK*,2,0.9,0.8,0.09999999999999998,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@300,QA0,2,0.9,0.8,0.09999999999999998,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@300,QA1,2,0.9,0.8,0.09999999999999998,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@300,QA*,2,0.9,0.8,0.09999999999999998,1.0,0.49999999999999956,ns
peroxisomal disorders,Recall@300,DIAMOND,2,0.8,0.8,-5.551115123125783e-17,-2.7755575615628914e-16,0.9999999999999998,ns
peroxisomal disorders,Recall@300,GCN,2,0.9,0.8,0.09999999999999998,1.0,0.49999999999999956,ns
psoriasis,AP@25,rNBR,2,0.0,0.01282051282051282,-0.01282051282051282,-1.0,0.49999999999999956,ns
psoriasis,AP@25,RWR,2,0.004273504273504273,0.01282051282051282,-0.008547008547008548,-0.5,0.7048327646991336,ns
psoriasis,AP@25,DK,2,0.005494505494505494,0.01282051282051282,-0.007326007326007326,-0.4000000000000001,0.7577621168183133,ns
psoriasis,AP@25,DK*,2,0.00641025641025641,0.01282051282051282,-0.00641025641025641,-0.3333333333333333,0.7951672353008665,ns
psoriasis,AP@25,QA0,2,0.0021367521367521365,0.01282051282051282,-0.010683760683760684,-0.7142857142857143,0.605136913422507,ns
psoriasis,AP@25,QA1,2,0.003205128205128205,0.01282051282051282,-0.009615384615384616,-0.6000000000000001,0.6559582607547387,ns
psoriasis,AP@25,QA*,2,0.038461538461538464,0.01282051282051282,0.025641025641025644,0.5000000000000001,0.7048327646991335,ns
psoriasis,AP@25,DIAMOND,2,0.003205128205128205,0.01282051282051282,-0.009615384615384616,-1.0,0.49999999999999956,ns
psoriasis,AP@25,GCN,2,0.0034965034965034965,0.01282051282051282,-0.009324009324009324,-0.5714285714285715,0.6695013189228642,ns
psoriasis,AP@300,rNBR,2,0.0025979721057585352,0.014004857604034839,-0.011406885498276304,-0.9268382627204304,0.5241607433631288,ns
psoriasis,AP@300,RWR,2,0.006536846056238841,0.014004857604034839,-0.007468011547795997,-0.47738825228685505,0.7164526527363393,ns
psoriasis,AP@300,DK,2,0.00653675077155161,0.014004857604034839,-0.007468106832483229,-0.42803969958341803,0.7425239201306322,ns
psoriasis,AP@300,DK*,2,0.007544378698224852,0.014004857604034839,-0.0064604789058099864,-0.35059954242704167,0.7853261894771613,ns
psoriasis,AP@300,QA0,2,0.002537393162393162,0.014004857604034839,-0.011467464441641676,-0.8134125422752251,0.5652740140046244,ns
psoriasis,AP@300,QA1,2,0.00623014776158888,0.014004857604034839,-0.007774709842445959,-0.51965673762572,0.6949005764637703,ns
psoriasis,AP@300,QA*,2,0.042375308258931745,0.014004857604034839,0.02837045065489691,0.5640125411454521,0.6730717397269489,ns
psoriasis,AP@300,DIAMOND,2,0.008693650792023042,0.014004857604034839,-0.005311206812011797,-0.44359917876353716,0.7341996154026764,ns
psoriasis,AP@300,GCN,2,0.005831104440343039,0.014004857604034839,-0.0081737531636918,-0.5343508200958655,0.687579386228639,ns
psoriasis,Recall@25,rNBR,2,0.0,0.038461538461538464,-0.038461538461538464,-1.0,0.49999999999999956,ns
psoriasis,Recall@25,RWR,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@25,DK,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@25,DK*,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@25,QA0,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@25,QA1,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@25,QA*,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@25,DIAMOND,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@25,GCN,2,0.038461538461538464,0.038461538461538464,0.0,0.0,1.0,ns
psoriasis,Recall@300,rNBR,2,0.11538461538461539,0.15384615384615385,-0.038461538461538464,-1.0,0.49999999999999956,ns
psoriasis,Recall@300,RWR,2,0.19230769230769232,0.15384615384615385,0.038461538461538464,1.0,0.49999999999999956,ns
psoriasis,Recall@300,DK,2,0.11538461538461539,0.15384615384615385,-0.038461538461538464,-1.0,0.49999999999999956,ns
psoriasis,Recall@300,DK*,2,0.11538461538461539,0.15384615384615385,-0.038461538461538464,-1.0,0.49999999999999956,ns
psoriasis,Recall@300,QA0,2,0.07692307692307693,0.15384615384615385,-0.07692307692307693,-inf,0.0,***
psoriasis,Recall@300,QA1,2,0.2692307692307693,0.15384615384615385,0.11538461538461539,3.0,0.20483276469913345,ns
psoriasis,Recall@300,QA*,2,0.23076923076923078,0.15384615384615385,0.07692307692307693,inf,0.0,***
psoriasis,Recall@300,DIAMOND,2,0.3076923076923077,0.15384615384615385,0.15384615384615385,2.0,0.2951672353008664,ns
psoriasis,Recall@300,GCN,2,0.19230769230769232,0.15384615384615385,0.038461538461538464,1.0,0.49999999999999956,ns
purine-pyrimidine metabolism inborn errors,AP@25,rNBR,2,0.0,0.0,0.0,0.0,1.0,ns
purine-pyrimidine metabolism inborn errors,AP@25,RWR,2,0.0,0.0,0.0,0.0,1.0,ns
purine-pyrimidine metabolism inborn errors,AP@25,DK,2,0.0,0.0,0.0,0.0,1.0,ns
purine-pyrimidine metabolism inborn errors,AP@25,DK*,2,0.0,0.0,0.0,0.0,1.0,ns
purine-pyrimidine metabolism inborn errors,AP@25,QA0,2,0.0,0.0,0.0,0.0,1.0,ns
purine-pyrimidine metabolism inborn errors,AP@25,QA1,2,0.0,0.0,0.0,0.0,1.0,ns
purine-pyrimidine metabolism inborn errors,AP@25,QA*,2,0.0,0.0,0.0,0.0,1.0,ns
purine-pyrimidine metabolism inborn errors,AP@25,DIAMOND,2,0.0,0.0,0.0,0.0,1.0,ns
